Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
2010,NYC,Hispanic,M,20-24,1,4,9
2010,NYC,Hispanic,F,25-34,0,3,4
2010,NYC,Hispanic,M,25-34,1,18,18
2010,NYC,Hispanic,F,35-44,0,8,8
2010,NYC,Hispanic,M,35-44,0,48,9
2010,NYC,Hispanic,F,45-54,0,31,3
2010,NYC,Hispanic,M,45-54,0,129,18
2010,NYC,Hispanic,F,55-64,0,43,3
2010,NYC,Hispanic,M,55-64,1,107,9
2010,NYC,Hispanic,F,65-74,0,25,3
2010,NYC,Hispanic,M,65-74,0,74,4
2010,NYC,Hispanic,F,75-84,0,17,0
2010,NYC,Hispanic,M,75-84,0,25,1
2010,NYC,Hispanic,F,85+,0,10,0
2010,NYC,Hispanic,M,85+,0,7,0
2010,NYC,Hispanic,F,<1,0,0,0
2010,NYC,Hispanic,M,<1,0,0,0
2010,NYC,Hispanic,F,Total,0,137,25
2010,NYC,Hispanic,M,Total,4,413,71
2010,NYC,Not Stated,F,1-9,0,0,0
2010,NYC,Not Stated,F,10-19,0,0,1
2010,NYC,Not Stated,M,10-19,0,0,0
2010,NYC,Not Stated,F,20-24,0,0,1
2010,NYC,Not Stated,M,20-24,0,0,0
2010,NYC,Not Stated,F,25-34,0,0,0
2010,NYC,Not Stated,M,25-34,0,0,0
2010,NYC,Not Stated,F,35-44,0,1,0
2010,NYC,Not Stated,M,35-44,0,5,1
2010,NYC,Not Stated,F,45-54,0,0,0
2010,NYC,Not Stated,M,45-54,0,5,2
2010,NYC,Not Stated,F,55-64,0,3,0
2010,NYC,Not Stated,M,55-64,0,6,1
2010,NYC,Not Stated,F,65-74,0,1,0
2010,NYC,Not Stated,M,65-74,0,8,0
2010,NYC,Not Stated,F,75-84,0,0,0
2010,NYC,Not Stated,M,75-84,0,0,0
2010,NYC,Not Stated,F,85+,0,0,0
2010,NYC,Not Stated,M,85+,0,0,0
2010,NYC,Not Stated,F,<1,0,0,0
2010,NYC,Not Stated,M,<1,0,0,0
2010,NYC,Not Stated,F,Total,0,5,2
2010,NYC,Not Stated,M,Total,0,24,4
2010,NYC,Other Non Hispanic,F,1-9,0,0,0
2010,NYC,Other Non Hispanic,M,1-9,0,0,0
2010,NYC,Other Non Hispanic,F,10-19,0,0,1
2010,NYC,Other Non Hispanic,M,10-19,0,0,0
2010,NYC,Other Non Hispanic,F,20-24,0,0,0
2010,NYC,Other Non Hispanic,M,20-24,0,0,5
2010,NYC,Other Non Hispanic,F,25-34,0,0,2
2010,NYC,Other Non Hispanic,M,25-34,1,1,4
2010,NYC,Other Non Hispanic,F,35-44,0,1,3
2010,NYC,Other Non Hispanic,M,35-44,0,6,11
2010,NYC,Other Non Hispanic,F,45-54,0,4,4
2010,NYC,Other Non Hispanic,M,45-54,0,19,8
2010,NYC,Other Non Hispanic,F,55-64,0,5,2
2010,NYC,Other Non Hispanic,M,55-64,0,19,5
2010,NYC,Other Non Hispanic,F,65-74,0,2,2
2010,NYC,Other Non Hispanic,M,65-74,0,9,4
2010,NYC,Other Non Hispanic,F,75-84,0,4,1
2010,NYC,Other Non Hispanic,M,75-84,0,4,1
2010,NYC,Other Non Hispanic,F,85+,0,5,0
2010,NYC,Other Non Hispanic,M,85+,0,1,1
2010,NYC,Other Non Hispanic,F,<1,0,0,0
2010,NYC,Other Non Hispanic,M,<1,0,0,0
2010,NYC,Other Non Hispanic,F,Total,0,21,15
2010,NYC,Other Non Hispanic,M,Total,1,59,39
2010,NYC,White Non Hispanic,F,1-9,0,0,0
2010,NYC,White Non Hispanic,M,1-9,0,0,0
2010,NYC,White Non Hispanic,F,10-19,0,0,2
2010,NYC,White Non Hispanic,M,10-19,0,0,5
2010,NYC,White Non Hispanic,F,20-24,0,0,2
2010,NYC,White Non Hispanic,M,20-24,1,2,4
2010,NYC,White Non Hispanic,F,25-34,0,9,11
2010,NYC,White Non Hispanic,M,25-34,1,16,13
2010,NYC,White Non Hispanic,F,35-44,0,12,4
2010,NYC,White Non Hispanic,M,35-44,0,42,31
2010,NYC,White Non Hispanic,F,45-54,0,30,17
2010,NYC,White Non Hispanic,M,45-54,3,106,51
2010,NYC,White Non Hispanic,F,55-64,0,38,9
2010,NYC,White Non Hispanic,M,55-64,2,127,41
2010,NYC,White Non Hispanic,F,65-74,0,32,7
2010,NYC,White Non Hispanic,M,65-74,0,64,7
2010,NYC,White Non Hispanic,F,75-84,0,20,1
2010,NYC,White Non Hispanic,M,75-84,0,39,9
2010,NYC,White Non Hispanic,F,85+,0,7,2
2010,NYC,White Non Hispanic,M,85+,0,11,5
2010,NYC,White Non Hispanic,F,<1,0,0,0
2010,NYC,White Non Hispanic,M,<1,0,0,0
2010,NYC,White Non Hispanic,F,Total,0,148,55
2010,NYC,White Non Hispanic,M,Total,7,407,166
2010,ROS,Black Non Hispanic,F,1-9,1,0,0
2010,ROS,Black Non Hispanic,M,1-9,1,0,0
2010,ROS,Black Non Hispanic,F,10-19,1,0,0
2010,ROS,Black Non Hispanic,M,10-19,19,0,2
2010,ROS,Black Non Hispanic,F,20-24,0,1,1
2010,ROS,Black Non Hispanic,M,20-24,37,1,11
2010,ROS,Black Non Hispanic,F,25-34,6,0,1
2010,ROS,Black Non Hispanic,M,25-34,38,6,8
2010,ROS,Black Non Hispanic,F,35-44,1,4,0
2010,ROS,Black Non Hispanic,M,35-44,13,9,9
2010,ROS,Black Non Hispanic,F,45-54,2,15,0
2010,ROS,Black Non Hispanic,M,45-54,7,42,6
2010,ROS,Black Non Hispanic,F,55-64,0,10,2
2010,ROS,Black Non Hispanic,M,55-64,5,51,2
2010,ROS,Black Non Hispanic,F,65-74,0,7,0
2010,ROS,Black Non Hispanic,M,65-74,2,15,1
2010,ROS,Black Non Hispanic,F,75-84,0,3,0
2010,ROS,Black Non Hispanic,M,75-84,2,2,1
2010,ROS,Black Non Hispanic,F,85+,0,5,0
2010,ROS,Black Non Hispanic,M,85+,0,0,0
2010,ROS,Black Non Hispanic,F,<1,0,0,0
2010,ROS,Black Non Hispanic,M,<1,0,0,0
2010,ROS,Black Non Hispanic,F,Total,11,45,4
2010,ROS,Black Non Hispanic,M,Total,124,126,40
2010,ROS,Hispanic,F,1-9,0,0,0
2010,ROS,Hispanic,M,1-9,1,0,0
2010,ROS,Hispanic,F,10-19,1,0,0
2010,ROS,Hispanic,M,10-19,5,0,7
2010,ROS,Hispanic,F,20-24,1,0,2
2010,ROS,Hispanic,M,20-24,6,0,5
2010,ROS,Hispanic,F,25-34,1,2,2
2010,ROS,Hispanic,M,25-34,8,16,12
2010,ROS,Hispanic,F,35-44,2,2,2
2010,ROS,Hispanic,M,35-44,4,19,8
2010,ROS,Hispanic,F,45-54,0,2,0
2010,ROS,Hispanic,M,45-54,3,27,10
2010,ROS,Hispanic,F,55-64,0,7,1
2010,ROS,Hispanic,M,55-64,0,30,2
2010,ROS,Hispanic,F,65-74,0,6,1
2010,ROS,Hispanic,M,65-74,1,12,1
2010,ROS,Hispanic,F,75-84,1,4,0
2010,ROS,Hispanic,M,75-84,0,10,0
2010,ROS,Hispanic,F,85+,0,2,0
2010,ROS,Hispanic,M,85+,0,2,0
2010,ROS,Hispanic,F,<1,0,0,0
2010,ROS,Hispanic,M,<1,0,0,0
2010,ROS,Hispanic,F,Total,6,25,8
2010,ROS,Hispanic,M,Total,28,116,45
2010,ROS,Not Stated,M,1-9,0,0,0
2010,ROS,Not Stated,F,10-19,0,0,1
2010,ROS,Not Stated,M,10-19,0,0,0
2010,ROS,Not Stated,M,20-24,2,0,1
2010,ROS,Not Stated,F,25-34,0,0,1
2010,ROS,Not Stated,M,25-34,3,1,2
2010,ROS,Not Stated,F,35-44,0,1,1
2010,ROS,Not Stated,M,35-44,1,0,0
2010,ROS,Not Stated,F,45-54,0,3,0
2010,ROS,Not Stated,M,45-54,1,0,1
2010,ROS,Not Stated,F,55-64,0,0,0
2010,ROS,Not Stated,M,55-64,0,0,0
2010,ROS,Not Stated,F,65-74,0,1,0
2010,ROS,Not Stated,M,65-74,0,3,0
2010,ROS,Not Stated,F,75-84,0,1,0
2010,ROS,Not Stated,M,75-84,0,2,1
2010,ROS,Not Stated,F,85+,0,0,0
2010,ROS,Not Stated,M,85+,0,0,0
2010,ROS,Not Stated,F,<1,0,0,0
2010,ROS,Not Stated,M,<1,0,0,0
2010,ROS,Not Stated,F,Total,0,6,3
2010,ROS,Not Stated,M,Total,7,6,5
2010,ROS,Other Non Hispanic,F,1-9,0,0,0
2010,ROS,Other Non Hispanic,M,1-9,0,0,0
2010,ROS,Other Non Hispanic,F,10-19,0,0,0
2010,ROS,Other Non Hispanic,M,10-19,0,0,0
2010,ROS,Other Non Hispanic,F,20-24,0,0,0
2010,ROS,Other Non Hispanic,M,20-24,1,1,2
2010,ROS,Other Non Hispanic,F,25-34,0,0,0
2010,ROS,Other Non Hispanic,M,25-34,1,2,5
2010,ROS,Other Non Hispanic,F,35-44,0,0,2
2010,ROS,Other Non Hispanic,M,35-44,0,0,3
2010,ROS,Other Non Hispanic,F,45-54,0,3,0
2010,ROS,Other Non Hispanic,M,45-54,0,5,4
2010,ROS,Other Non Hispanic,F,55-64,0,5,1
2010,ROS,Other Non Hispanic,M,55-64,0,6,1
2010,ROS,Other Non Hispanic,F,65-74,0,2,0
2010,ROS,Other Non Hispanic,M,65-74,1,3,1
2010,ROS,Other Non Hispanic,F,75-84,0,3,0
2010,ROS,Other Non Hispanic,M,75-84,0,2,0
2010,ROS,Other Non Hispanic,F,85+,0,0,0
2010,ROS,Other Non Hispanic,M,85+,0,0,0
2010,ROS,Other Non Hispanic,F,<1,0,0,0
2010,ROS,Other Non Hispanic,M,<1,0,0,0
2010,ROS,Other Non Hispanic,F,Total,0,13,3
2010,ROS,Other Non Hispanic,M,Total,3,19,16
2010,ROS,White Non Hispanic,F,1-9,0,0,0
2010,ROS,White Non Hispanic,M,1-9,2,0,0
2010,ROS,White Non Hispanic,F,10-19,0,0,12
2010,ROS,White Non Hispanic,M,10-19,13,3,31
2010,ROS,White Non Hispanic,F,20-24,0,2,7
2010,ROS,White Non Hispanic,M,20-24,23,12,55
2010,ROS,White Non Hispanic,F,25-34,6,7,16
2010,ROS,White Non Hispanic,M,25-34,31,36,83
2010,ROS,White Non Hispanic,F,35-44,8,37,27
2010,ROS,White Non Hispanic,M,35-44,68,102,139
2010,ROS,White Non Hispanic,F,45-54,13,126,49
2010,ROS,White Non Hispanic,M,45-54,93,300,203
2010,ROS,White Non Hispanic,F,55-64,8,136,33
2010,ROS,White Non Hispanic,M,55-64,57,442,110
2010,ROS,White Non Hispanic,F,65-74,6,113,14
2010,ROS,White Non Hispanic,M,65-74,52,227,69
2010,ROS,White Non Hispanic,F,75-84,0,98,6
2010,ROS,White Non Hispanic,M,75-84,38,145,53
2010,ROS,White Non Hispanic,F,85+,1,46,5
2010,ROS,White Non Hispanic,M,85+,12,51,20
2010,ROS,White Non Hispanic,F,<1,0,0,0
2010,ROS,White Non Hispanic,M,<1,1,0,0
2010,ROS,White Non Hispanic,F,Total,42,565,169
2010,ROS,White Non Hispanic,M,Total,390,1318,763
2011,NYC,Black Non Hispanic,F,1-9,0,0,0
2011,NYC,Black Non Hispanic,M,1-9,0,0,0
2011,NYC,Black Non Hispanic,F,10-19,0,0,1
2011,NYC,Black Non Hispanic,M,10-19,1,1,3
2011,NYC,Black Non Hispanic,F,20-24,0,1,4
2011,NYC,Black Non Hispanic,M,20-24,0,1,5
2011,NYC,Black Non Hispanic,F,25-34,0,4,4
2011,NYC,Black Non Hispanic,M,25-34,1,8,15
2011,NYC,Black Non Hispanic,F,35-44,0,14,2
2011,NYC,Black Non Hispanic,M,35-44,3,24,4
2011,NYC,Black Non Hispanic,F,45-54,0,35,1
2011,NYC,Black Non Hispanic,M,45-54,0,76,15
2011,NYC,Black Non Hispanic,F,55-64,1,45,1
2011,NYC,Black Non Hispanic,M,55-64,0,112,5
2011,NYC,Black Non Hispanic,F,65-74,0,30,0
2011,NYC,Black Non Hispanic,M,65-74,0,60,3
2011,NYC,Black Non Hispanic,F,75-84,0,14,0
2011,NYC,Black Non Hispanic,M,75-84,0,21,0
2011,NYC,Black Non Hispanic,F,85+,0,4,0
2011,NYC,Black Non Hispanic,M,85+,0,6,0
2011,NYC,Black Non Hispanic,F,<1,0,0,0
2011,NYC,Black Non Hispanic,M,<1,0,0,0
2011,NYC,Black Non Hispanic,F,Total,1,147,13
2011,NYC,Black Non Hispanic,M,Total,5,309,50
2011,NYC,Hispanic,F,1-9,0,0,0
2011,NYC,Hispanic,M,1-9,0,0,0
2011,NYC,Hispanic,F,10-19,0,0,3
2011,NYC,Hispanic,M,10-19,0,0,6
2011,NYC,Hispanic,F,20-24,0,2,2
2011,NYC,Hispanic,M,20-24,1,4,13
2011,NYC,Hispanic,F,25-34,0,2,4
2011,NYC,Hispanic,M,25-34,3,26,21
2011,NYC,Hispanic,F,35-44,1,8,5
2011,NYC,Hispanic,M,35-44,1,53,17
2011,NYC,Hispanic,F,45-54,0,25,6
2011,NYC,Hispanic,M,45-54,0,132,17
2011,NYC,Hispanic,F,55-64,0,30,0
2011,NYC,Hispanic,M,55-64,2,161,8
2011,NYC,Hispanic,F,65-74,0,27,1
2011,NYC,Hispanic,M,65-74,0,82,3
2011,NYC,Hispanic,F,75-84,0,25,1
2011,NYC,Hispanic,M,75-84,0,25,5
2011,NYC,Hispanic,F,85+,0,5,0
2011,NYC,Hispanic,M,85+,0,10,0
2011,NYC,Hispanic,F,<1,0,0,0
2011,NYC,Hispanic,M,<1,0,0,0
2011,NYC,Hispanic,F,Total,1,124,22
2011,NYC,Hispanic,M,Total,7,493,90
2011,NYC,Not Stated,M,1-9,0,0,0
2011,NYC,Not Stated,F,10-19,0,0,0
2011,NYC,Not Stated,M,10-19,0,0,1
2011,NYC,Not Stated,F,20-24,0,0,0
2011,NYC,Not Stated,M,20-24,0,0,0
2011,NYC,Not Stated,F,25-34,0,0,0
2011,NYC,Not Stated,M,25-34,2,1,3
2011,NYC,Not Stated,F,35-44,0,0,0
2011,NYC,Not Stated,M,35-44,0,1,0
2011,NYC,Not Stated,F,45-54,0,0,0
2011,NYC,Not Stated,M,45-54,0,3,1
2011,NYC,Not Stated,F,55-64,0,0,0
2011,NYC,Not Stated,M,55-64,0,6,1
2011,NYC,Not Stated,F,65-74,0,0,0
2011,NYC,Not Stated,M,65-74,0,4,0
2011,NYC,Not Stated,F,75-84,0,0,0
2011,NYC,Not Stated,M,75-84,0,1,1
2011,NYC,Not Stated,F,85+,0,1,0
2011,NYC,Not Stated,M,85+,0,0,0
2011,NYC,Not Stated,F,<1,0,0,0
2011,NYC,Not Stated,M,<1,0,0,0
2011,NYC,Not Stated,F,Total,0,1,0
2011,NYC,Not Stated,M,Total,2,16,7
2011,NYC,Other Non Hispanic,F,1-9,0,0,0
2011,NYC,Other Non Hispanic,M,1-9,0,0,0
2011,NYC,Other Non Hispanic,F,10-19,0,0,1
2011,NYC,Other Non Hispanic,M,10-19,0,0,2
2011,NYC,Other Non Hispanic,F,20-24,0,0,1
2011,NYC,Other Non Hispanic,M,20-24,1,0,2
2011,NYC,Other Non Hispanic,F,25-34,0,0,9
2011,NYC,Other Non Hispanic,M,25-34,0,1,5
2011,NYC,Other Non Hispanic,F,35-44,0,2,1
2011,NYC,Other Non Hispanic,M,35-44,0,10,9
2011,NYC,Other Non Hispanic,F,45-54,0,6,4
2011,NYC,Other Non Hispanic,M,45-54,0,13,8
2011,NYC,Other Non Hispanic,F,55-64,0,2,0
2011,NYC,Other Non Hispanic,M,55-64,0,19,11
2011,NYC,Other Non Hispanic,F,65-74,0,6,3
2011,NYC,Other Non Hispanic,M,65-74,0,9,7
2011,NYC,Other Non Hispanic,F,75-84,0,4,3
2011,NYC,Other Non Hispanic,M,75-84,0,2,2
2011,NYC,Other Non Hispanic,F,85+,0,0,1
2011,NYC,Other Non Hispanic,M,85+,0,3,2
2011,NYC,Other Non Hispanic,F,<1,0,0,0
2011,NYC,Other Non Hispanic,M,<1,0,0,0
2011,NYC,Other Non Hispanic,F,Total,0,20,23
2011,NYC,Other Non Hispanic,M,Total,1,57,48
2011,NYC,White Non Hispanic,F,1-9,0,0,0
2011,NYC,White Non Hispanic,M,1-9,0,0,0
2011,NYC,White Non Hispanic,F,10-19,0,0,2
2011,NYC,White Non Hispanic,M,10-19,0,1,8
2011,NYC,White Non Hispanic,F,20-24,0,1,2
2011,NYC,White Non Hispanic,M,20-24,0,6,4
2011,NYC,White Non Hispanic,F,25-34,0,8,11
2011,NYC,White Non Hispanic,M,25-34,1,11,18
2011,NYC,White Non Hispanic,F,35-44,1,18,5
2011,NYC,White Non Hispanic,M,35-44,2,35,31
2011,NYC,White Non Hispanic,F,45-54,0,46,12
2011,NYC,White Non Hispanic,M,45-54,2,106,44
2011,NYC,White Non Hispanic,F,55-64,0,37,10
2011,NYC,White Non Hispanic,M,55-64,0,147,33
2011,NYC,White Non Hispanic,F,65-74,0,36,13
2011,NYC,White Non Hispanic,M,65-74,0,67,22
2011,NYC,White Non Hispanic,F,75-84,0,21,3
2011,NYC,White Non Hispanic,M,75-84,1,35,11
2011,NYC,White Non Hispanic,F,85+,0,10,6
2011,NYC,White Non Hispanic,M,85+,0,7,1
2011,NYC,White Non Hispanic,F,<1,0,0,0
2011,NYC,White Non Hispanic,M,<1,0,0,0
2011,NYC,White Non Hispanic,F,Total,1,177,64
2011,NYC,White Non Hispanic,M,Total,6,415,172
2011,ROS,Black Non Hispanic,F,1-9,0,0,0
2011,ROS,Black Non Hispanic,M,1-9,0,0,0
2011,ROS,Black Non Hispanic,F,10-19,1,1,1
2011,ROS,Black Non Hispanic,M,10-19,15,0,4
2011,ROS,Black Non Hispanic,F,20-24,2,0,3
2011,ROS,Black Non Hispanic,M,20-24,25,0,8
2011,ROS,Black Non Hispanic,F,25-34,3,2,2
2011,ROS,Black Non Hispanic,M,25-34,27,1,9
2011,ROS,Black Non Hispanic,F,35-44,0,2,3
2011,ROS,Black Non Hispanic,M,35-44,9,7,13
2011,ROS,Black Non Hispanic,F,45-54,0,16,0
2011,ROS,Black Non Hispanic,M,45-54,3,29,6
2011,ROS,Black Non Hispanic,F,55-64,0,15,2
2011,ROS,Black Non Hispanic,M,55-64,1,62,6
2011,ROS,Black Non Hispanic,F,65-74,0,6,1
2011,ROS,Black Non Hispanic,M,65-74,2,23,0
2011,ROS,Black Non Hispanic,F,75-84,0,3,0
2011,ROS,Black Non Hispanic,M,75-84,2,4,2
2011,ROS,Black Non Hispanic,F,85+,0,4,0
2011,ROS,Black Non Hispanic,M,85+,0,0,0
2011,ROS,Black Non Hispanic,F,<1,0,0,0
2011,ROS,Black Non Hispanic,M,<1,0,0,0
2011,ROS,Black Non Hispanic,F,Total,6,49,12
2011,ROS,Black Non Hispanic,M,Total,84,126,48
2011,ROS,Hispanic,F,1-9,0,0,0
2011,ROS,Hispanic,M,1-9,0,0,0
2011,ROS,Hispanic,F,10-19,1,0,2
2011,ROS,Hispanic,M,10-19,6,0,4
2011,ROS,Hispanic,F,20-24,0,0,2
2011,ROS,Hispanic,M,20-24,6,2,4
2011,ROS,Hispanic,F,25-34,1,1,1
2011,ROS,Hispanic,M,25-34,9,7,15
2011,ROS,Hispanic,F,35-44,0,2,0
2011,ROS,Hispanic,M,35-44,1,18,11
2011,ROS,Hispanic,F,45-54,0,7,2
2011,ROS,Hispanic,M,45-54,1,29,4
2011,ROS,Hispanic,F,55-64,1,15,0
2011,ROS,Hispanic,M,55-64,2,38,3
2011,ROS,Hispanic,F,65-74,0,8,1
2011,ROS,Hispanic,M,65-74,2,18,4
2011,ROS,Hispanic,F,75-84,0,5,0
2011,ROS,Hispanic,M,75-84,0,5,0
2011,ROS,Hispanic,F,85+,0,4,0
2011,ROS,Hispanic,M,85+,0,1,0
2011,ROS,Hispanic,F,<1,0,0,0
2011,ROS,Hispanic,M,<1,0,0,0
2011,ROS,Hispanic,F,Total,3,42,8
2011,ROS,Hispanic,M,Total,27,118,45
2011,ROS,Not Stated,F,1-9,0,0,0
2011,ROS,Not Stated,F,10-19,0,0,0
2011,ROS,Not Stated,M,10-19,0,0,0
2011,ROS,Not Stated,F,20-24,0,0,0
2011,ROS,Not Stated,M,20-24,0,0,1
2011,ROS,Not Stated,F,25-34,0,0,0
2011,ROS,Not Stated,M,25-34,0,0,1
2011,ROS,Not Stated,F,35-44,0,0,0
2011,ROS,Not Stated,M,35-44,0,0,0
2011,ROS,Not Stated,F,45-54,0,2,1
2011,ROS,Not Stated,M,45-54,1,1,1
2011,ROS,Not Stated,F,55-64,0,0,0
2011,ROS,Not Stated,M,55-64,0,1,0
2011,ROS,Not Stated,F,65-74,0,2,0
2011,ROS,Not Stated,M,65-74,0,1,0
2011,ROS,Not Stated,F,75-84,0,0,0
2011,ROS,Not Stated,M,75-84,0,0,0
2011,ROS,Not Stated,F,85+,0,0,0
2011,ROS,Not Stated,M,85+,0,0,0
2011,ROS,Not Stated,F,<1,0,0,0
2011,ROS,Not Stated,M,<1,0,0,0
2011,ROS,Not Stated,F,Total,0,4,1
2011,ROS,Not Stated,M,Total,1,3,3
2011,ROS,Other Non Hispanic,F,1-9,0,0,0
2011,ROS,Other Non Hispanic,M,1-9,0,0,0
2011,ROS,Other Non Hispanic,F,10-19,0,1,1
2011,ROS,Other Non Hispanic,M,10-19,1,0,3
2011,ROS,Other Non Hispanic,F,20-24,0,1,0
2011,ROS,Other Non Hispanic,M,20-24,1,0,3
2011,ROS,Other Non Hispanic,F,25-34,0,0,1
2011,ROS,Other Non Hispanic,M,25-34,1,1,0
2011,ROS,Other Non Hispanic,F,35-44,0,0,2
2011,ROS,Other Non Hispanic,M,35-44,0,2,2
2011,ROS,Other Non Hispanic,F,45-54,0,1,1
2011,ROS,Other Non Hispanic,M,45-54,1,9,3
2011,ROS,Other Non Hispanic,F,55-64,0,1,1
2011,ROS,Other Non Hispanic,M,55-64,0,10,0
2011,ROS,Other Non Hispanic,F,65-74,0,2,1
2011,ROS,Other Non Hispanic,M,65-74,0,3,0
2011,ROS,Other Non Hispanic,F,75-84,0,1,0
2011,ROS,Other Non Hispanic,M,75-84,0,2,1
2011,ROS,Other Non Hispanic,F,85+,0,0,0
2011,ROS,Other Non Hispanic,M,85+,0,0,0
2011,ROS,Other Non Hispanic,F,<1,0,0,0
2011,ROS,Other Non Hispanic,M,<1,0,0,0
2011,ROS,Other Non Hispanic,F,Total,0,7,7
2011,ROS,Other Non Hispanic,M,Total,4,27,12
2011,ROS,White Non Hispanic,F,1-9,1,0,0
2011,ROS,White Non Hispanic,M,1-9,1,0,0
2011,ROS,White Non Hispanic,F,10-19,8,0,17
2011,ROS,White Non Hispanic,M,10-19,20,3,35
2011,ROS,White Non Hispanic,F,20-24,2,2,13
2011,ROS,White Non Hispanic,M,20-24,25,15,60
2011,ROS,White Non Hispanic,F,25-34,6,13,18
2011,ROS,White Non Hispanic,M,25-34,47,42,109
2011,ROS,White Non Hispanic,F,35-44,8,38,38
2011,ROS,White Non Hispanic,M,35-44,54,106,130
2011,ROS,White Non Hispanic,F,45-54,14,137,47
2011,ROS,White Non Hispanic,M,45-54,97,304,189
2011,ROS,White Non Hispanic,F,55-64,6,158,37
2011,ROS,White Non Hispanic,M,55-64,76,443,137
2011,ROS,White Non Hispanic,F,65-74,2,125,5
2011,ROS,White Non Hispanic,M,65-74,42,217,65
2011,ROS,White Non Hispanic,F,75-84,0,129,8
2011,ROS,White Non Hispanic,M,75-84,49,142,63
2011,ROS,White Non Hispanic,F,85+,1,44,4
2011,ROS,White Non Hispanic,M,85+,14,44,22
2011,ROS,White Non Hispanic,F,<1,0,0,0
2011,ROS,White Non Hispanic,M,<1,0,0,0
2011,ROS,White Non Hispanic,F,Total,48,646,187
2011,ROS,White Non Hispanic,M,Total,425,1316,810
2012,NYC,Black Non Hispanic,F,1-9,0,0,0
2012,NYC,Black Non Hispanic,M,1-9,1,0,0
2012,NYC,Black Non Hispanic,F,10-19,1,0,1
2012,NYC,Black Non Hispanic,M,10-19,28,0,3
2012,NYC,Black Non Hispanic,F,20-24,2,0,0
2012,NYC,Black Non Hispanic,M,20-24,48,1,2
2012,NYC,Black Non Hispanic,F,25-34,4,4,4
2012,NYC,Black Non Hispanic,M,25-34,56,6,3
2012,NYC,Black Non Hispanic,F,35-44,2,13,4
2012,NYC,Black Non Hispanic,M,35-44,24,16,13
2012,NYC,Black Non Hispanic,F,45-54,1,36,3
2012,NYC,Black Non Hispanic,M,45-54,10,82,14
2012,NYC,Black Non Hispanic,F,55-64,0,57,3
2012,NYC,Black Non Hispanic,M,55-64,2,119,7
2012,NYC,Black Non Hispanic,F,65-74,0,26,0
2012,NYC,Black Non Hispanic,M,65-74,1,73,4
2012,NYC,Black Non Hispanic,F,75-84,0,16,0
2012,NYC,Black Non Hispanic,M,75-84,1,22,1
2012,NYC,Black Non Hispanic,F,85+,0,7,0
2012,NYC,Black Non Hispanic,M,85+,0,7,0
2012,NYC,Black Non Hispanic,F,<1,0,0,0
2012,NYC,Black Non Hispanic,M,<1,0,0,0
2012,NYC,Black Non Hispanic,F,Total,10,159,15
2012,NYC,Black Non Hispanic,M,Total,171,326,47
2012,NYC,Hispanic,F,1-9,0,0,0
2012,NYC,Hispanic,M,1-9,0,0,0
2012,NYC,Hispanic,F,10-19,0,0,5
2012,NYC,Hispanic,M,10-19,6,0,5
2012,NYC,Hispanic,F,20-24,1,1,2
2012,NYC,Hispanic,M,20-24,18,4,11
2012,NYC,Hispanic,F,25-34,1,4,6
2012,NYC,Hispanic,M,25-34,20,23,16
2012,NYC,Hispanic,F,35-44,1,9,0
2012,NYC,Hispanic,M,35-44,6,60,14
2012,NYC,Hispanic,F,45-54,0,36,9
2012,NYC,Hispanic,M,45-54,5,117,22
2012,NYC,Hispanic,F,55-64,0,50,6
2012,NYC,Hispanic,M,55-64,0,150,9
2012,NYC,Hispanic,F,65-74,0,35,1
2012,NYC,Hispanic,M,65-74,1,70,6
2012,NYC,Hispanic,F,75-84,0,21,2
2012,NYC,Hispanic,M,75-84,1,20,3
2012,NYC,Hispanic,F,85+,0,7,0
2012,NYC,Hispanic,M,85+,0,4,0
2012,NYC,Hispanic,F,<1,0,0,0
2012,NYC,Hispanic,M,<1,0,0,0
2012,NYC,Hispanic,F,Total,3,163,31
2012,NYC,Hispanic,M,Total,57,448,86
2012,NYC,Not Stated,F,1-9,0,0,0
2012,NYC,Not Stated,M,1-9,0,0,0
2012,NYC,Not Stated,F,10-19,0,0,0
2012,NYC,Not Stated,M,10-19,0,0,0
2012,NYC,Not Stated,F,20-24,0,1,0
2012,NYC,Not Stated,M,20-24,1,0,0
2012,NYC,Not Stated,F,25-34,1,0,1
2012,NYC,Not Stated,M,25-34,3,1,2
2012,NYC,Not Stated,F,35-44,1,1,0
2012,NYC,Not Stated,M,35-44,0,3,2
2012,NYC,Not Stated,F,45-54,0,3,1
2012,NYC,Not Stated,M,45-54,0,9,3
2012,NYC,Not Stated,F,55-64,0,3,0
2012,NYC,Not Stated,M,55-64,0,8,2
2012,NYC,Not Stated,F,65-74,0,3,0
2012,NYC,Not Stated,M,65-74,0,3,1
2012,NYC,Not Stated,F,75-84,0,1,0
2012,NYC,Not Stated,M,75-84,0,0,0
2012,NYC,Not Stated,F,85+,0,1,0
2012,NYC,Not Stated,M,85+,0,0,0
2012,NYC,Not Stated,F,<1,0,0,0
2012,NYC,Not Stated,M,<1,0,0,0
2012,NYC,Not Stated,F,Total,2,13,2
2012,NYC,Not Stated,M,Total,4,24,10
2012,NYC,Other Non Hispanic,F,1-9,0,0,0
2012,NYC,Other Non Hispanic,M,1-9,0,0,0
